date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:07:13	139983/139983	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2018:07:11%20GMT	https://olegkutkov.me/2023/11/07/connecting-external-gps-antenna-to-the-starlink-terminal/	C:/projects/satcom/starlink/starlink/olegkutkov.me/2023/11/07/connecting-external-gps-antenna-to-the-starlink-terminal/index.html	(from https://olegkutkov.me/)
23:07:13	21412/21412	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2018:07:12%20GMT	https://olegkutkov.me/category/automotive/	C:/projects/satcom/starlink/starlink/olegkutkov.me/category/automotive/index.html	(from https://olegkutkov.me/)
23:07:14	23080/23080	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2023%20Mar%202022%2014:20:29%20GMT	https://olegkutkov.me/wp-content/uploads/omgf/blog-way-fonts/montserrat-normal-400.eot	C:/projects/satcom/starlink/starlink/olegkutkov.me/wp-content/uploads/omgf/blog-way-fonts/montserrat-normal-400.eot	(from https://olegkutkov.me/wp-content/cache/autoptimize/css/autoptimize_single_94734ec7b04ae676db1e4cafbe009ca2.css?ver=1647447083)
23:07:14	42558/42558	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2018:07:15%20GMT	https://olegkutkov.me/2023/03/18/reworking-gen2-starlink-router-from-spx-connector-to-8p8c-rj45/	C:/projects/satcom/starlink/starlink/olegkutkov.me/2023/03/18/reworking-gen2-starlink-router-from-spx-connector-to-8p8c-rj45/index.html	(from https://olegkutkov.me/)
23:07:14	19392/19392	---M--	200	added ('OK')	font/woff2	date:Wed,%2023%20Mar%202022%2014:20:28%20GMT	https://olegkutkov.me/wp-content/uploads/omgf/blog-way-fonts/montserrat-normal-400.woff2	C:/projects/satcom/starlink/starlink/olegkutkov.me/wp-content/uploads/omgf/blog-way-fonts/montserrat-normal-400.woff2	(from https://olegkutkov.me/wp-content/cache/autoptimize/css/autoptimize_single_94734ec7b04ae676db1e4cafbe009ca2.css?ver=1647447083)
23:07:15	24848/24848	---M--	200	added ('OK')	font/woff	date:Wed,%2023%20Mar%202022%2014:20:29%20GMT	https://olegkutkov.me/wp-content/uploads/omgf/blog-way-fonts/montserrat-normal-400.woff	C:/projects/satcom/starlink/starlink/olegkutkov.me/wp-content/uploads/omgf/blog-way-fonts/montserrat-normal-400.woff	(from https://olegkutkov.me/wp-content/cache/autoptimize/css/autoptimize_single_94734ec7b04ae676db1e4cafbe009ca2.css?ver=1647447083)
23:07:15	52404/52404	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2023%20Mar%202022%2014:20:30%20GMT	https://olegkutkov.me/wp-content/uploads/omgf/blog-way-fonts/montserrat-normal-400.ttf	C:/projects/satcom/starlink/starlink/olegkutkov.me/wp-content/uploads/omgf/blog-way-fonts/montserrat-normal-400.ttf	(from https://olegkutkov.me/wp-content/cache/autoptimize/css/autoptimize_single_94734ec7b04ae676db1e4cafbe009ca2.css?ver=1647447083)
23:07:15	34801/34801	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2018:07:16%20GMT	https://olegkutkov.me/category/linux-system-development/	C:/projects/satcom/starlink/starlink/olegkutkov.me/category/linux-system-development/index.html	(from https://olegkutkov.me/)
23:07:15	247566/247566	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2018:07:15%20GMT	https://olegkutkov.me/2023/06/09/how-to-power-starlink-terminal-from-12v-without-poe-injector-and-dc-dc-converters/	C:/projects/satcom/starlink/starlink/olegkutkov.me/2023/06/09/how-to-power-starlink-terminal-from-12v-without-poe-injector-and-dc-dc-converters/index.html	(from https://olegkutkov.me/)
23:07:15	52004/52004	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2023%20Mar%202022%2014:20:30%20GMT	https://olegkutkov.me/wp-content/uploads/omgf/blog-way-fonts/montserrat-normal-400.svg	C:/projects/satcom/starlink/starlink/olegkutkov.me/wp-content/uploads/omgf/blog-way-fonts/montserrat-normal-400.svg	(from https://olegkutkov.me/wp-content/cache/autoptimize/css/autoptimize_single_94734ec7b04ae676db1e4cafbe009ca2.css?ver=1647447083)
23:07:16	19712/19712	---M--	200	added ('OK')	font/woff2	date:Wed,%2023%20Mar%202022%2014:20:31%20GMT	https://olegkutkov.me/wp-content/uploads/omgf/blog-way-fonts/montserrat-normal-700.woff2	C:/projects/satcom/starlink/starlink/olegkutkov.me/wp-content/uploads/omgf/blog-way-fonts/montserrat-normal-700.woff2	(from https://olegkutkov.me/wp-content/cache/autoptimize/css/autoptimize_single_94734ec7b04ae676db1e4cafbe009ca2.css?ver=1647447083)
23:07:16	36258/36258	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2018:07:17%20GMT	https://olegkutkov.me/2022/07/18/data-logger-for-uni-t-ut800-multimeters/	C:/projects/satcom/starlink/starlink/olegkutkov.me/2022/07/18/data-logger-for-uni-t-ut800-multimeters/index.html	(from https://olegkutkov.me/)
23:07:16	25124/25124	---M--	200	added ('OK')	font/woff	date:Wed,%2023%20Mar%202022%2014:20:31%20GMT	https://olegkutkov.me/wp-content/uploads/omgf/blog-way-fonts/montserrat-normal-700.woff	C:/projects/satcom/starlink/starlink/olegkutkov.me/wp-content/uploads/omgf/blog-way-fonts/montserrat-normal-700.woff	(from https://olegkutkov.me/wp-content/cache/autoptimize/css/autoptimize_single_94734ec7b04ae676db1e4cafbe009ca2.css?ver=1647447083)
23:07:16	69439/69439	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2018:07:17%20GMT	https://olegkutkov.me/2022/04/30/how-to-add-ethernet-port-to-the-gen-2-starlink-router/	C:/projects/satcom/starlink/starlink/olegkutkov.me/2022/04/30/how-to-add-ethernet-port-to-the-gen-2-starlink-router/index.html	(from https://olegkutkov.me/)
23:07:16	39236/39236	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2018:07:17%20GMT	https://olegkutkov.me/2022/04/28/eqmod-adapter-for-telescopes-version-2/	C:/projects/satcom/starlink/starlink/olegkutkov.me/2022/04/28/eqmod-adapter-for-telescopes-version-2/index.html	(from https://olegkutkov.me/)
23:07:17	52480/52480	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2023%20Mar%202022%2014:20:32%20GMT	https://olegkutkov.me/wp-content/uploads/omgf/blog-way-fonts/montserrat-normal-700.ttf	C:/projects/satcom/starlink/starlink/olegkutkov.me/wp-content/uploads/omgf/blog-way-fonts/montserrat-normal-700.ttf	(from https://olegkutkov.me/wp-content/cache/autoptimize/css/autoptimize_single_94734ec7b04ae676db1e4cafbe009ca2.css?ver=1647447083)
23:07:17	52361/52361	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2023%20Mar%202022%2014:20:33%20GMT	https://olegkutkov.me/wp-content/uploads/omgf/blog-way-fonts/montserrat-normal-700.svg	C:/projects/satcom/starlink/starlink/olegkutkov.me/wp-content/uploads/omgf/blog-way-fonts/montserrat-normal-700.svg	(from https://olegkutkov.me/wp-content/cache/autoptimize/css/autoptimize_single_94734ec7b04ae676db1e4cafbe009ca2.css?ver=1647447083)
23:07:20	92276/92276	---MCZ	200	added ('OK')	application/json	date:Wed,%2022%20May%202024%2018:07:20%20GMT	https://olegkutkov.me/wp-json/wp/v2/pages/2855	C:/projects/satcom/starlink/starlink/olegkutkov.me/wp-json/wp/v2/pages/2855.json	(from https://olegkutkov.me/starlink-repairs-archive/)
23:07:20	23322/23322	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2018:07:20%20GMT	https://olegkutkov.me/category/firmware/	C:/projects/satcom/starlink/starlink/olegkutkov.me/category/firmware/index.html	(from https://olegkutkov.me/)
23:07:20	101933/101933	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2018:07:19%20GMT	https://olegkutkov.me/2022/04/10/initial-analysis-of-the-starlink-router-gen2/	C:/projects/satcom/starlink/starlink/olegkutkov.me/2022/04/10/initial-analysis-of-the-starlink-router-gen2/index.html	(from https://olegkutkov.me/)
23:07:20	195578/195578	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2018:07:19%20GMT	https://olegkutkov.me/2022/03/07/reverse-engineering-of-the-starlink-ethernet-adapter/	C:/projects/satcom/starlink/starlink/olegkutkov.me/2022/03/07/reverse-engineering-of-the-starlink-ethernet-adapter/index.html	(from https://olegkutkov.me/)
23:07:21	31408/31408	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2018:07:22%20GMT	https://olegkutkov.me/category/linux-kernel/	C:/projects/satcom/starlink/starlink/olegkutkov.me/category/linux-kernel/index.html	(from https://olegkutkov.me/)
23:07:22	2223/2223	---M-Z	200	added ('OK')	application/json	date:Wed,%2022%20May%202024%2018:07:23%20GMT	https://olegkutkov.me/wp-json/oembed/1.0/embed?url=https%3A%2F%2Folegkutkov.me%2Fstarlink-repairs-archive%2F	C:/projects/satcom/starlink/starlink/olegkutkov.me/wp-json/oembed/1.0/embedd272.json	(from https://olegkutkov.me/starlink-repairs-archive/)
23:07:23	98518/98518	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2018:07:23%20GMT	https://olegkutkov.me/2021/12/25/analysis-and-reverse-engineering-of-the-original-starlink-router/	C:/projects/satcom/starlink/starlink/olegkutkov.me/2021/12/25/analysis-and-reverse-engineering-of-the-original-starlink-router/index.html	(from https://olegkutkov.me/)
23:07:23	34787/34787	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2018:07:24%20GMT	https://olegkutkov.me/page/2/	C:/projects/satcom/starlink/starlink/olegkutkov.me/page/2/index.html	(from https://olegkutkov.me/)
23:07:23	33406/33406	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2018:07:24%20GMT	https://olegkutkov.me/page/3/	C:/projects/satcom/starlink/starlink/olegkutkov.me/page/3/index.html	(from https://olegkutkov.me/)
23:07:23	32815/32815	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2018:07:24%20GMT	https://olegkutkov.me/page/5/	C:/projects/satcom/starlink/starlink/olegkutkov.me/page/5/index.html	(from https://olegkutkov.me/)
23:07:24	2380/2380	---M-Z	200	added ('OK')	text/xml	date:Wed,%2022%20May%202024%2018:07:25%20GMT	https://olegkutkov.me/wp-json/oembed/1.0/embed?url=https%3A%2F%2Folegkutkov.me%2Fstarlink-repairs-archive%2F&format=xml	C:/projects/satcom/starlink/starlink/olegkutkov.me/wp-json/oembed/1.0/embed1d86	(from https://olegkutkov.me/starlink-repairs-archive/)
23:07:25	26293/26293	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2018:07:25%20GMT	https://olegkutkov.me/category/allsky-camera/	C:/projects/satcom/starlink/starlink/olegkutkov.me/category/allsky-camera/index.html	(from https://olegkutkov.me/)
23:07:27	266927/266927	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2001:21:03%20GMT	https://olegkutkov.me/wp-content/uploads/2022/11/starlink_repair_lab_view.jpg	C:/projects/satcom/starlink/starlink/olegkutkov.me/wp-content/uploads/2022/11/starlink_repair_lab_view.jpg	(from https://olegkutkov.me/starlink-repairs-archive/)
23:07:27	33161/33161	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2018:07:26%20GMT	https://olegkutkov.me/category/astro-tools/	C:/projects/satcom/starlink/starlink/olegkutkov.me/category/astro-tools/index.html	(from https://olegkutkov.me/)
23:07:27	27107/27107	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2018:07:26%20GMT	https://olegkutkov.me/category/radioastronomy/	C:/projects/satcom/starlink/starlink/olegkutkov.me/category/radioastronomy/index.html	(from https://olegkutkov.me/)
23:07:27	19239/19239	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2018:07:26%20GMT	https://olegkutkov.me/category/uncategorized/	C:/projects/satcom/starlink/starlink/olegkutkov.me/category/uncategorized/index.html	(from https://olegkutkov.me/)
23:07:28	52867/52867	---M--	200	added ('OK')	image/jpeg	date:Sun,%2027%20Nov%202022%2001:21:03%20GMT	https://olegkutkov.me/wp-content/uploads/2022/11/starlink_repair_lab_view-400x300.jpg	C:/projects/satcom/starlink/starlink/olegkutkov.me/wp-content/uploads/2022/11/starlink_repair_lab_view-400x300.jpg	(from https://olegkutkov.me/starlink-repairs-archive/)
23:07:29	173033/173033	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Mar%202023%2023:13:45%20GMT	https://olegkutkov.me/wp-content/uploads/2023/03/starlink_repair_mar_25_2023_damaged_dishy.jpg	C:/projects/satcom/starlink/starlink/olegkutkov.me/wp-content/uploads/2023/03/starlink_repair_mar_25_2023_damaged_dishy.jpg	(from https://olegkutkov.me/starlink-repairs-archive/)
23:07:29	50782/50782	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2018:07:29%20GMT	https://olegkutkov.me/2020/06/17/combining-two-hackrf-sdr-to-see-more/	C:/projects/satcom/starlink/starlink/olegkutkov.me/2020/06/17/combining-two-hackrf-sdr-to-see-more/index.html	(from https://olegkutkov.me/)
23:07:29	86862/86862	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2018:07:29%20GMT	https://olegkutkov.me/2021/01/07/writing-a-pci-device-driver-for-linux/	C:/projects/satcom/starlink/starlink/olegkutkov.me/2021/01/07/writing-a-pci-device-driver-for-linux/index.html	(from https://olegkutkov.me/)
23:07:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20May%202024%2018:07:29%20GMT	https://olegkutkov.me/?p=2855	C:/projects/satcom/starlink/starlink/olegkutkov.me/index7a2c.html	(from https://olegkutkov.me/starlink-repairs-archive/)
23:07:29	12694/12694	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Mar%202023%2023:13:46%20GMT	https://olegkutkov.me/wp-content/uploads/2023/03/starlink_repair_mar_25_2023_damaged_dishy-225x300.jpg	C:/projects/satcom/starlink/starlink/olegkutkov.me/wp-content/uploads/2023/03/starlink_repair_mar_25_2023_damaged_dishy-225x300.jpg	(from https://olegkutkov.me/starlink-repairs-archive/)
23:07:30	12987/12987	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Mar%202023%2023:14:21%20GMT	https://olegkutkov.me/wp-content/uploads/2023/03/starlink_repair_mar_25_2023_damaged_dishy_fixed-212x300.jpg	C:/projects/satcom/starlink/starlink/olegkutkov.me/wp-content/uploads/2023/03/starlink_repair_mar_25_2023_damaged_dishy_fixed-212x300.jpg	(from https://olegkutkov.me/starlink-repairs-archive/)
23:07:30	259899/259899	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Mar%202023%2023:14:21%20GMT	https://olegkutkov.me/wp-content/uploads/2023/03/starlink_repair_mar_25_2023_damaged_dishy_fixed.jpg	C:/projects/satcom/starlink/starlink/olegkutkov.me/wp-content/uploads/2023/03/starlink_repair_mar_25_2023_damaged_dishy_fixed.jpg	(from https://olegkutkov.me/starlink-repairs-archive/)
23:07:30	89531/89531	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20Mar%202023%2023:05:25%20GMT	https://olegkutkov.me/wp-content/uploads/2023/03/starlink_repair_mar_25_2023_burned_router.jpg	C:/projects/satcom/starlink/starlink/olegkutkov.me/wp-content/uploads/2023/03/starlink_repair_mar_25_2023_burned_router.jpg	(from https://olegkutkov.me/starlink-repairs-archive/)
23:07:31	273564/273564	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Mar%202023%2023:09:16%20GMT	https://olegkutkov.me/wp-content/uploads/2023/03/starlink_repair_mar_24_2023_destroyed_dishy_refubrished.jpg	C:/projects/satcom/starlink/starlink/olegkutkov.me/wp-content/uploads/2023/03/starlink_repair_mar_24_2023_destroyed_dishy_refubrished.jpg	(from https://olegkutkov.me/starlink-repairs-archive/)
23:07:31	623978/623978	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Mar%202023%2023:08:32%20GMT	https://olegkutkov.me/wp-content/uploads/2023/03/starlink_repair_mar_24_2023_destroyed_dishy_pcb.jpg	C:/projects/satcom/starlink/starlink/olegkutkov.me/wp-content/uploads/2023/03/starlink_repair_mar_24_2023_destroyed_dishy_pcb.jpg	(from https://olegkutkov.me/starlink-repairs-archive/)
23:07:31	148046/148046	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Mar%202023%2023:09:17%20GMT	https://olegkutkov.me/wp-content/uploads/2023/03/starlink_repair_mar_24_2023_destroyed_dishy_refubrished-768x1024.jpg	C:/projects/satcom/starlink/starlink/olegkutkov.me/wp-content/uploads/2023/03/starlink_repair_mar_24_2023_destroyed_dishy_refubrished-768x1024.jpg	(from https://olegkutkov.me/starlink-repairs-archive/)
